,group,user,task_id,puzzle_difficulty,completed,timestamp,active_time,percentileActiveTime,n_events,percentileEvents,n_check_solution,percentileAtt,percentileComposite,persistence,n_breaks,n_snapshot,n_rotate_view,n_manipulation_events,time_failed_submission_exit,avg_time_between_submissions,cum_weighted_difficulty_perc_composite,percentileCompositeAcrossAttempts,persistenceAcrossAttempts,cum_global_puzzle_attempts,cum_this_puzzle_attempt,cum_avg_perc_composite,cum_avg_persistence
e21640b4aea9349ad77d86d6017cb061~30bb014e5b15dd9fc656d307c2ac78af~Square Cross-Sections~2,e21640b4aea9349ad77d86d6017cb061,30bb014e5b15dd9fc656d307c2ac78af,Square Cross-Sections,0.199714,0.0,2019-12-09 16:13:39.742085-05:00,459.67,89.43,210.0,91.19,0.0,14.1,64.9,NO_BEHAVIOR,5.0,7.0,0.0,92.0,NA,NA,70.83,50.0,NORMAL_PERSISTANCE,10.0,2,76.25,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 30.0, ""UNPRODUCTIVE_PERSISTANCE"": 20.0, ""NO_BEHAVIOR"": 60.0}"
e21640b4aea9349ad77d86d6017cb061~30bb014e5b15dd9fc656d307c2ac78af~Warm Up~1,e21640b4aea9349ad77d86d6017cb061,30bb014e5b15dd9fc656d307c2ac78af,Warm Up,0.183971,0.0,2019-12-09 16:21:28.609769-05:00,26.14,20.8,11.0,6.4,0.0,6.4,11.2,NON_PERSISTANT,0.0,0.0,0.0,0.0,NA,NA,63.09,7.14,LESS_PERSISTANCE_THAN_NORMAL,11.0,1,70.33,"{""NON_PERSISTANT "": 9.09, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 27.27, ""UNPRODUCTIVE_PERSISTANCE"": 18.18, ""NO_BEHAVIOR"": 54.55}"
e21640b4aea9349ad77d86d6017cb061~30bb014e5b15dd9fc656d307c2ac78af~Bear Market~1,e21640b4aea9349ad77d86d6017cb061,30bb014e5b15dd9fc656d307c2ac78af,Bear Market,1.0,0.0,2019-12-09 16:26:13.764367-05:00,27.33,48.18,10.0,48.91,0.0,69.34,55.47,NO_BEHAVIOR,0.0,0.0,0.0,2.0,NA,NA,59.94,35.71,NORMAL_PERSISTANCE,13.0,1,63.78,"{""NON_PERSISTANT "": 7.69, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 23.08, ""UNPRODUCTIVE_PERSISTANCE"": 15.38, ""NO_BEHAVIOR"": 53.85}"
e21640b4aea9349ad77d86d6017cb061~30bb014e5b15dd9fc656d307c2ac78af~Angled Silhouette~1,e21640b4aea9349ad77d86d6017cb061,30bb014e5b15dd9fc656d307c2ac78af,Angled Silhouette,0.147673,0.0,2019-12-09 16:26:39.449933-05:00,6.56,5.06,4.0,12.03,0.0,20.25,12.45,NON_PERSISTANT,0.0,0.0,0.0,0.0,NA,NA,57.2,14.29,LESS_PERSISTANCE_THAN_NORMAL,14.0,1,60.11,"{""NON_PERSISTANT "": 14.29, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 21.43, ""UNPRODUCTIVE_PERSISTANCE"": 14.29, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~1. One Box~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,1. One Box,2e-06,1.0,2019-11-18 16:15:15.942715-05:00,19.41,11.0,8.0,23.0,1.0,100.0,44.67,NO_BEHAVIOR,0.0,0.0,0.0,1.0,NA,12.81,44.67,16.67,LESS_PERSISTANCE_THAN_NORMAL,1.0,1,44.67,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 100.0}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~2. Separated Boxes~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,2. Separated Boxes,0.111127,1.0,2019-11-18 16:15:32.880650-05:00,189.41,88.85,57.0,80.58,3.0,83.09,84.17,PRODUCTIVE_PERSISTANCE,2.0,0.0,0.0,20.0,NA,61.69,84.17,91.67,MORE_PERSISTANCE_THAN_NORMAL,2.0,1,64.42,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~3. Rotate a Pyramid~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,3. Rotate a Pyramid,0.083447,1.0,2019-11-18 16:18:42.132224-05:00,24.38,9.85,12.0,20.44,1.0,45.26,25.18,NO_BEHAVIOR,0.0,0.0,0.0,4.0,NA,17.68,58.87,8.33,LESS_PERSISTANCE_THAN_NORMAL,3.0,1,51.34,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 33.33, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 66.67}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~4. Match Silhouettes~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,4. Match Silhouettes,0.061887,1.0,2019-11-18 16:19:06.317989-05:00,127.94,69.4,48.0,68.66,2.0,79.48,72.51,NO_BEHAVIOR,1.0,0.0,0.0,33.0,NA,60.71,62.16,83.33,MORE_PERSISTANCE_THAN_NORMAL,4.0,1,56.63,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 75.0}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~5. Removing Objects~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,5. Removing Objects,0.106021,1.0,2019-11-18 16:21:14.581403-05:00,136.04,55.26,62.0,59.77,2.0,68.42,61.15,NO_BEHAVIOR,0.0,0.0,20.0,10.0,NA,64.42,61.87,33.33,NORMAL_PERSISTANCE,5.0,1,57.54,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 20.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 80.0}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~6. Stretch a Ramp~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,6. Stretch a Ramp,0.107035,1.0,2019-11-18 16:23:30.421039-05:00,129.86,62.3,60.0,63.93,4.0,87.7,71.31,NO_BEHAVIOR,0.0,0.0,17.0,18.0,NA,30.8,64.02,75.0,MORE_PERSISTANCE_THAN_NORMAL,6.0,1,59.83,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 16.67, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 83.33}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~7. Max 2 Boxes~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,7. Max 2 Boxes,0.078039,1.0,2019-11-18 16:25:39.965222-05:00,69.92,61.13,42.0,69.64,2.0,82.19,70.99,NO_BEHAVIOR,0.0,0.0,7.0,10.0,NA,32.17,65.01,66.67,NORMAL_PERSISTANCE,7.0,1,61.43,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 14.29, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 85.71}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~8. Combine 2 Ramps~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,8. Combine 2 Ramps,0.068608,1.0,2019-11-18 16:26:49.756400-05:00,71.9,46.61,35.0,45.25,2.0,89.59,60.48,NO_BEHAVIOR,0.0,0.0,4.0,12.0,NA,32.63,64.51,25.0,LESS_PERSISTANCE_THAN_NORMAL,8.0,1,61.31,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 12.5, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 87.5}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~9. Scaling Round Objects~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,9. Scaling Round Objects,0.128647,0.0,2019-11-18 16:28:02.350048-05:00,888.61,99.54,345.0,98.15,4.0,89.35,95.68,UNPRODUCTIVE_PERSISTANCE,2.0,1.0,122.0,85.0,772.68,54.91,69.89,100.0,MORE_PERSISTANCE_THAN_NORMAL,9.0,1,65.13,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 11.11, ""UNPRODUCTIVE_PERSISTANCE"": 11.11, ""NO_BEHAVIOR"": 77.78}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~9. Scaling Round Objects~2,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,9. Scaling Round Objects,0.128647,1.0,2019-11-18 16:42:50.527663-05:00,137.99,59.72,61.0,56.02,2.0,69.44,61.73,NO_BEHAVIOR,0.0,0.0,7.0,28.0,NA,65.89,68.69,41.67,NORMAL_PERSISTANCE,10.0,2,64.79,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 10.0, ""UNPRODUCTIVE_PERSISTANCE"": 10.0, ""NO_BEHAVIOR"": 80.0}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~1. One Box~2,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,1. One Box,2e-06,0.0,2019-12-09 16:21:32.403457-05:00,134.93,93.0,93.0,96.33,0.0,3.0,64.11,NO_BEHAVIOR,1.0,0.0,0.0,87.0,NA,NA,68.69,50.0,NORMAL_PERSISTANCE,11.0,2,64.73,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 9.09, ""UNPRODUCTIVE_PERSISTANCE"": 9.09, ""NO_BEHAVIOR"": 81.82}"
e21640b4aea9349ad77d86d6017cb061~a2fa97f09291175fc3aa77a9749673d6~Bear Market~1,e21640b4aea9349ad77d86d6017cb061,a2fa97f09291175fc3aa77a9749673d6,Bear Market,1.0,0.0,2019-12-09 16:23:48.770497-05:00,137.79,65.69,71.0,65.69,0.0,69.34,66.91,NO_BEHAVIOR,0.0,0.0,0.0,32.0,NA,NA,67.74,58.33,NORMAL_PERSISTANCE,12.0,1,64.91,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 8.33, ""UNPRODUCTIVE_PERSISTANCE"": 8.33, ""NO_BEHAVIOR"": 83.33}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~1. One Box~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,1. One Box,2e-06,1.0,2019-11-18 16:19:09.578230-05:00,263.99,98.33,87.0,96.0,1.0,100.0,98.11,PRODUCTIVE_PERSISTANCE,3.0,0.0,13.0,45.0,NA,178.08,98.11,84.21,MORE_PERSISTANCE_THAN_NORMAL,1.0,1,98.11,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 100.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~2. Separated Boxes~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,2. Separated Boxes,0.111127,1.0,2019-11-18 16:22:14.240086-05:00,98.26,66.19,45.0,74.46,3.0,83.09,74.58,NO_BEHAVIOR,0.0,0.0,5.0,27.0,NA,30.33,74.58,57.89,NORMAL_PERSISTANCE,2.0,1,86.35,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~3. Rotate a Pyramid~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,3. Rotate a Pyramid,0.083447,1.0,2019-11-18 16:23:52.798390-05:00,47.82,36.13,22.0,45.26,1.0,45.26,42.21,NO_BEHAVIOR,0.0,0.0,1.0,13.0,NA,40.83,60.7,21.05,LESS_PERSISTANCE_THAN_NORMAL,3.0,1,71.64,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 33.33, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 66.67}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~4. Match Silhouettes~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,4. Match Silhouettes,0.061887,1.0,2019-11-18 16:24:40.476426-05:00,1021.36,100.0,450.0,100.0,19.0,100.0,100.0,PRODUCTIVE_PERSISTANCE,0.0,3.0,32.0,228.0,NA,53.45,70.18,100.0,MORE_PERSISTANCE_THAN_NORMAL,4.0,1,78.73,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~5. Removing Objects~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,5. Removing Objects,0.106021,1.0,2019-12-09 16:17:45.839572-05:00,742.51,98.12,391.0,99.25,29.0,99.62,99.0,PRODUCTIVE_PERSISTANCE,3.0,0.0,22.0,190.0,NA,12.22,78.61,89.47,MORE_PERSISTANCE_THAN_NORMAL,5.0,1,82.78,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 60.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 40.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~6. Stretch a Ramp~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,6. Stretch a Ramp,0.107035,1.0,2019-12-09 16:23:52.035005-05:00,629.22,99.18,289.0,98.36,22.0,100.0,99.18,PRODUCTIVE_PERSISTANCE,0.0,0.0,80.0,93.0,NA,28.13,83.3,94.74,MORE_PERSISTANCE_THAN_NORMAL,6.0,1,85.51,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 66.67, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 33.33}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~7. Max 2 Boxes~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,7. Max 2 Boxes,0.078039,1.0,2019-12-09 16:34:18.624991-05:00,37.36,30.36,17.0,33.6,1.0,64.37,42.78,NO_BEHAVIOR,0.0,0.0,2.0,4.0,NA,30.46,77.53,26.32,NORMAL_PERSISTANCE,7.0,1,79.41,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 57.14, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 42.86}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~8. Combine 2 Ramps~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,8. Combine 2 Ramps,0.068608,1.0,2019-12-09 16:34:55.610956-05:00,41.03,11.76,23.0,12.67,1.0,75.11,33.18,NO_BEHAVIOR,0.0,0.0,2.0,8.0,NA,34.97,72.59,5.26,LESS_PERSISTANCE_THAN_NORMAL,8.0,1,73.63,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~9. Scaling Round Objects~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,9. Scaling Round Objects,0.128647,1.0,2019-12-09 16:35:36.404645-05:00,359.74,87.96,245.0,96.76,20.0,100.0,94.91,PRODUCTIVE_PERSISTANCE,0.0,0.0,19.0,74.0,NA,17.84,76.44,73.68,NORMAL_PERSISTANCE,9.0,1,75.99,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 55.56, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 44.44}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Square Cross-Sections~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Square Cross-Sections,0.199714,1.0,2019-12-16 16:11:20.498292-05:00,523.37,92.51,258.0,95.59,10.0,96.04,94.71,PRODUCTIVE_PERSISTANCE,2.0,0.0,14.0,84.0,NA,52.03,80.31,68.42,NORMAL_PERSISTANCE,10.0,1,77.87,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 60.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 40.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Bird Fez~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Bird Fez,0.156674,1.0,2019-12-18 17:04:00.222750-05:00,193.61,59.81,99.0,68.22,1.0,45.79,57.94,NO_BEHAVIOR,3.0,0.0,4.0,30.0,NA,60.66,77.12,42.11,NORMAL_PERSISTANCE,11.0,1,76.06,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 54.55, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 45.45}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Square Cross-Sections~2,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Square Cross-Sections,0.199714,0.0,2019-12-18 17:05:08.198480-05:00,69.17,24.23,41.0,37.89,2.0,63.0,41.7,NO_BEHAVIOR,0.0,0.0,3.0,11.0,9.0,30.88,71.69,15.79,LESS_PERSISTANCE_THAN_NORMAL,12.0,2,73.19,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Pi Henge~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Pi Henge,0.067346,1.0,2019-12-18 17:06:14.733522-05:00,294.34,91.07,154.0,92.86,6.0,99.4,94.44,PRODUCTIVE_PERSISTANCE,3.0,0.0,27.0,51.0,NA,47.27,72.81,63.16,NORMAL_PERSISTANCE,13.0,1,74.83,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 53.85, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 46.15}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Pi Henge~2,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Pi Henge,0.067346,1.0,2019-12-18 17:11:11.615658-05:00,102.03,53.57,50.0,58.33,1.0,65.48,59.13,NO_BEHAVIOR,1.0,0.0,3.0,18.0,NA,63.25,72.17,47.37,NORMAL_PERSISTANCE,14.0,2,73.71,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~45-Degree Rotations~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,45-Degree Rotations,0.096715,1.0,2019-12-18 17:12:53.010500-05:00,100.37,51.2,40.0,42.17,1.0,65.06,52.81,NO_BEHAVIOR,2.0,0.0,1.0,15.0,NA,86.32,70.94,31.58,NORMAL_PERSISTANCE,15.0,1,72.31,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 46.67, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 53.33}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Pyramids are Strange~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Pyramids are Strange,0.1796,1.0,2019-12-18 17:15:57.900512-05:00,589.61,95.29,313.0,96.86,11.0,97.38,96.51,PRODUCTIVE_PERSISTANCE,1.0,0.0,17.0,114.0,NA,52.62,73.63,78.95,MORE_PERSISTANCE_THAN_NORMAL,16.0,1,73.83,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Boxes Obscure Spheres~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Boxes Obscure Spheres,0.266198,1.0,2019-12-18 17:26:04.825226-05:00,155.17,39.9,70.0,48.7,6.0,84.46,57.69,NO_BEHAVIOR,1.0,0.0,1.0,23.0,NA,22.04,71.48,36.84,NORMAL_PERSISTANCE,17.0,1,72.88,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 47.06, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 52.94}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Object Limits~1,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Object Limits,0.257177,0.0,2019-12-18 17:28:25.895967-05:00,159.77,60.59,54.0,57.65,6.0,82.94,67.06,NO_BEHAVIOR,1.0,0.0,12.0,16.0,56.19,24.88,70.97,52.63,NORMAL_PERSISTANCE,18.0,1,72.55,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 44.44, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 55.56}"
e21640b4aea9349ad77d86d6017cb061~321e474105c67a79d3cbee73993c4af0~Object Limits~2,e21640b4aea9349ad77d86d6017cb061,321e474105c67a79d3cbee73993c4af0,Object Limits,0.257177,0.0,2019-12-18 17:31:25.016775-05:00,71.84,27.65,29.0,28.82,3.0,52.94,36.47,NO_BEHAVIOR,1.0,0.0,7.0,6.0,22.85,15.71,67.41,10.53,LESS_PERSISTANCE_THAN_NORMAL,19.0,2,70.65,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 42.11, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 57.89}"
e21640b4aea9349ad77d86d6017cb061~4ec219610dc2770a6877e012f1f4275f~1. One Box~1,e21640b4aea9349ad77d86d6017cb061,4ec219610dc2770a6877e012f1f4275f,1. One Box,2e-06,1.0,2019-11-18 16:17:12.750009-05:00,90.15,81.0,18.0,65.67,1.0,100.0,82.22,PRODUCTIVE_PERSISTANCE,1.0,0.0,0.0,3.0,NA,79.49,82.22,75.0,MORE_PERSISTANCE_THAN_NORMAL,1.0,1,82.22,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 100.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 0}"
e21640b4aea9349ad77d86d6017cb061~4ec219610dc2770a6877e012f1f4275f~2. Separated Boxes~1,e21640b4aea9349ad77d86d6017cb061,4ec219610dc2770a6877e012f1f4275f,2. Separated Boxes,0.111127,1.0,2019-11-18 16:18:39.591426-05:00,140.91,81.29,30.0,56.83,2.0,62.95,67.03,NO_BEHAVIOR,2.0,0.0,0.0,13.0,NA,65.99,67.03,50.0,NORMAL_PERSISTANCE,2.0,1,74.62,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e21640b4aea9349ad77d86d6017cb061~4ec219610dc2770a6877e012f1f4275f~3. Rotate a Pyramid~1,e21640b4aea9349ad77d86d6017cb061,4ec219610dc2770a6877e012f1f4275f,3. Rotate a Pyramid,0.083447,1.0,2019-11-18 16:21:00.138717-05:00,557.86,98.54,190.0,97.08,9.0,98.91,98.18,PRODUCTIVE_PERSISTANCE,5.0,0.0,0.0,121.0,NA,77.47,80.39,100.0,MORE_PERSISTANCE_THAN_NORMAL,3.0,1,82.47,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 66.67, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 33.33}"
e21640b4aea9349ad77d86d6017cb061~4ec219610dc2770a6877e012f1f4275f~4. Match Silhouettes~1,e21640b4aea9349ad77d86d6017cb061,4ec219610dc2770a6877e012f1f4275f,4. Match Silhouettes,0.061887,1.0,2019-11-18 16:32:43.358718-05:00,32.99,20.9,16.0,36.57,2.0,79.48,45.65,NO_BEHAVIOR,0.0,0.0,0.0,5.0,NA,13.28,72.0,12.5,LESS_PERSISTANCE_THAN_NORMAL,4.0,1,73.27,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
